  2.5      3.0       3.5     4.0      4.5      5.0       5.5      6.0
463.0690 476.9914 471.4948 470.5495 475.2509 461.2715 471.7968 482.0659
455.6522 463.0328 467.4153 467.8423 474.2614 468.4665 485.5593 468.3980
449.0426 464.2815 467.6867 457.1309 477.5716 476.0254 476.2796 468.7883
460.0038 468.0858 478.6804 481.6956 477.6361 473.6527 474.0701 478.6612
464.5948 469.7889 483.8494 473.9912 483.9867 467.5290 475.3802 462.6824
469.9841 475.3449 470.2909 472.5039 471.6108 465.6473 479.6106 474.8861
456.7853 471.2884 461.9285 465.7363 461.3774 470.7651 463.8786 460.8081
456.2993 465.0710 473.9759 467.3016 463.0753 472.2623 475.7194 467.8888
456.7360 463.1929 468.8968 475.7532 465.8052 467.1335 476.1063 483.2377
465.4734 464.9562 466.3769 473.6829 472.0359 465.3648 469.6723 465.5507
462.1288 469.2935 466.4504 468.2222 473.9976 463.0553 474.7719 468.7463
455.7178 469.3252 475.2705 462.5124 471.0111 480.8336 472.8647 480.2106
460.8846 468.4213 476.2081 465.8991 464.2685 479.5856 471.3326 479.1780
457.9114 468.6696 470.1007 469.0832 479.2171 471.1357 470.6250 477.0505
458.6802 470.4633 472.7322 471.1247 470.9458 472.9192 462.7512 463.2574
464.8169 475.1825 466.2391 470.9367 472.8133 472.5920 474.1553 470.6039
467.5280 469.1523 464.5129 477.4443 470.7580 477.5975 464.2073 479.8891
466.7665 471.6798 469.8744 472.8715 480.1887 475.8643 468.2899 471.0384
469.2835 471.6056 466.5147 472.3880 466.4934 464.6952 465.7866 459.2954
458.4426 475.1817 464.3004 467.6780 466.7019 465.9910 471.8014 474.7419
459.4665 467.5465 471.7206 472.5331 476.1484 477.8344 472.0554 471.1195
460.0517 458.8018 481.3558 474.3697 476.9468 478.0295 477.4529 473.1704
467.9857 465.3737 475.3749 463.0876 465.9888 475.5997 461.4102 468.6852
455.8768 469.3634 469.0499 476.6935 465.8033 472.0951 472.5173 461.0110
463.2138 474.9427 470.7400 465.6984 476.5192 475.3370 472.7894 465.7189
446.0182 466.7788 476.4133 477.0525 478.7210 463.7025 469.9188 474.5694
462.9661 460.0315 471.9089 479.2237 465.9722 462.0864 469.6285 462.3083
454.4335 465.8519 478.4408 464.1960 475.7360 472.9384 462.4443 474.4041
470.0157 462.6844 489.0073 465.1897 477.2922 474.8613 480.2192 482.6462
452.3075 473.2468 471.8421 467.4992 470.4520 466.3609 473.9595 467.9173
453.5303 478.5498 464.4540 473.6657 470.7560 468.3163 467.0363 471.8042
456.9236 465.0195 472.0295 475.6547 472.0071 470.7984 469.1157 473.0630
448.8292 458.8025 480.6459 470.8349 467.5073 468.5149 469.3834 473.1342
455.9863 465.1507 465.7015 467.5550 462.5692 464.2539 463.2167 468.4845
449.9593 465.4201 469.1257 467.2024 466.3334 461.0439 481.6760 460.6412
455.6665 463.8174 485.5922 471.6675 472.8378 470.5018 462.9251 475.7750
463.5621 459.4842 469.0505 472.2864 469.4725 476.9553 477.7938 473.8785
461.7884 470.1899 468.7046 473.1478 472.5897 468.8334 466.6878 457.6268
456.7983 474.3304 464.3614 467.8016 474.6646 464.8899 477.7939 468.3359
457.2525 467.9953 480.7273 467.2330 469.8694 475.3127 467.6405 474.3255
450.5762 462.6765 479.9732 468.1488 470.6098 482.1717 473.1263 473.3205
456.6510 465.9705 467.1995 469.5146 470.4314 471.2054 471.9846 469.3531
453.0487 467.9957 469.3416 478.6087 470.9279 476.5008 478.8226 480.0975
453.5228 473.1674 469.5530 469.0387 470.8089 466.0453 470.7128 476.8376
461.6111 470.7782 479.8161 465.3648 468.6557 467.8699 470.2187 466.8130
454.5105 466.7330 478.5332 461.4178 475.3286 482.4692 474.8698 464.5551
465.3915 461.0289 472.0039 466.0292 474.5303 469.7644 487.4371 480.0668
453.2740 470.4659 482.2242 471.4689 471.4319 466.7738 468.8685 476.3587
461.8322 473.7653 479.1369 463.1511 471.2977 469.1422 473.0258 472.8920
457.0702 465.3575 461.0219 469.7191 473.7227 470.2878 472.9221 477.4613
459.2750 471.6735 479.0193 467.3714 465.1074 476.2627 466.4844 474.0965
461.3399 468.0853 479.7202 468.0242 469.5617 480.8409 471.3668 471.2866
457.4220 467.8557 466.9915 461.1183 461.4250 477.0738 473.5749 466.2851
455.1012 461.0320 471.3505 464.6220 465.8432 476.1206 473.7834 470.0424
456.6585 468.9428 467.8849 474.6568 470.3578 469.9986 470.4892 482.2850
458.5388 461.0774 474.8035 484.2007 474.0523 475.1571 478.5990 470.6800
459.0789 460.8964 480.0684 469.0133 466.2857 470.4198 470.8618 472.0839
456.0606 466.0172 472.2914 462.7218 467.6983 466.7240 478.2502 464.3864
459.3293 461.7506 471.9910 464.7539 471.5757 476.4092 472.1483 480.6918
456.4101 464.9010 475.2618 468.7936 465.5088 484.2055 470.3156 480.4574
457.6117 473.1555 472.2566 472.1350 479.4973 473.1597 474.1586 481.5200
460.4326 474.8538 474.4059 480.8612 482.2389 477.7317 465.4682 473.1384
458.9306 467.4996 473.2035 474.7862 468.2489 466.3017 464.4385 474.0854
461.3237 465.5550 474.1940 474.7407 475.8844 470.7334 477.2261 472.5729
455.4708 468.2784 472.3971 466.1797 480.2189 470.7785 473.2426 465.9607
459.5691 480.1778 472.7908 473.8739 475.2869 470.1084 461.9858 470.8088
460.1771 468.5688 473.4105 472.8614 482.1711 468.1245 476.2870 476.3769
465.2013 469.5265 476.6000 466.3639 471.5646 478.4187 473.9419 466.6367
451.9751 477.4336 472.5881 464.4964 465.4556 473.1134 474.7023 475.8874
447.4632 468.6715 458.5557 467.3807 475.9412 472.1338 480.7154 473.0536
458.9885 468.4468 462.7170 467.1591 465.2005 464.7399 477.5736 469.0013
461.6743 472.9911 477.2400 465.9336 468.4430 473.1854 463.6274 474.3881
456.8870 468.8531 471.1772 466.4334 484.1803 474.7060 469.7317 480.1939
454.6528 463.6820 461.5851 471.1262 472.6794 463.5199 472.3064 481.1213
457.8602 470.9101 469.6395 475.1415 470.8050 471.6979 477.7916 464.2895
460.7568 469.1386 469.5388 464.5525 472.7571 476.1512 463.8115 471.8244
463.9469 466.3352 472.6315 461.4381 463.5527 472.1510 469.1688 467.0129
457.8219 469.0337 466.8525 470.2651 476.2804 480.4611 476.5227 469.9589
454.0177 465.6343 468.6168 476.1448 466.4824 466.5150 462.4021 468.8272
456.2650 470.3005 475.3338 476.8341 468.9831 473.9576 474.7610 466.5572
467.6639 468.6213 476.5429 474.7812 463.7696 472.8667 468.9899 453.6464
464.9892 473.6164 478.5120 460.5166 468.1885 471.2679 472.1301 474.1214
453.6329 464.0084 483.9337 465.5846 474.9219 468.0581 473.4268 467.7239
455.0834 465.0189 463.8576 466.8364 473.5804 474.6422 475.0445 468.5027
444.6200 472.4405 462.5705 472.7258 467.0252 485.5566 474.9717 471.8202
456.0538 472.3575 470.2697 469.0979 465.5325 480.1379 478.9149 473.5149
464.6596 460.4832 469.7196 469.7003 468.3412 466.8372 478.2818 464.6327
459.2321 461.8035 468.1473 467.8169 472.6204 477.6880 469.9511 462.6713
462.6511 468.0931 480.3363 464.0256 479.4182 471.1333 476.0282 476.6324
459.9999 468.9594 478.0605 473.5002 476.4456 470.2941 477.9644 480.5816
465.5574 458.8275 476.6179 470.9874 472.8780 459.0137 474.4219 468.4469
465.6251 469.6453 472.9372 468.6210 466.0764 470.7880 471.9218 478.7321
465.1348 469.4072 474.6776 473.8165 473.1234 479.5669 467.9679 471.5134
468.1791 466.9985 480.4309 473.4446 460.1726 468.5082 479.1240 464.2589
454.9408 464.6117 479.3874 470.9986 467.2104 484.5800 469.8931 472.6713
458.9436 463.1977 472.9700 473.5894 476.7314 468.2480 479.9083 468.7818
454.5908 470.2346 465.7290 471.4148 473.9690 481.1039 466.6602 475.3466
465.9740 459.8722 472.7312 470.6930 465.5090 474.9459 470.4731 475.9475
472.3092 466.9759 484.2136 470.4291 467.9539 476.2236 466.1420 469.6864
459.8060 473.4611 471.8291 474.2833 464.5509 468.0005 471.6814 469.2964
462.5745 474.6446 477.6826 470.2380 476.1411 472.5908 465.0396 469.2634
457.2349 471.7787 471.1021 468.0175 483.7625 470.2259 474.3700 467.2126
466.9907 459.6829 476.4398 471.3607 471.9421 471.2729 493.0276 467.7636
466.8037 465.1495 485.0900 474.7645 459.8665 475.9751 466.1047 472.8374
